市州	区县	城镇居民人均可支配收入	农村居民人均可支配收入	人均GDP	GDP	常住人口
黄冈	罗田	36641	17541	46175.5150676357	21305382652.2071	461400
黄冈	英山	35511	17947	49230.3628507746	14916799943.7847	303000
黄冈	浠水	40053	21264	49991.8323873632	34949290022.0056	699100
黄冈	蕲春	39480	21320	47711.9469289836	36156113382.7838	757800
黄冈	黄梅	41918	23368	46288.5939012721	35651475022.7598	770200
黄冈	麻城	41659	20470	59884.1483325468	52087232219.6492	869800
黄冈	武穴	44033	24498	71058.0558624691	46749094951.9184	657900
咸宁	咸安	48378	25044	78663.9653229286	47827690916.3406	608000
咸宁	嘉鱼	42260	25909	103439.067647129	29593917253.8435	286100
咸宁	通城	39673	22857	52945.4803775981	22591836477.1211	426700
咸宁	崇阳	37664	22405	49330.721694596	20842229915.9668	422500
咸宁	通山	34698	17573	41572.5078288446	16022044517.2367	385400
咸宁	赤壁	44152	25880	122067.049407304	57579027205.4255	471700
随州	曾都	43279	25767	97121.9420379325	66596515655.4103	685700
随州	随县	36216	24650	51464.529788557	32458678937.6429	630700
随州	广水	39418	24162	65715.9471614228	45179713673.4782	687500
恩施	恩施	43515	17427	57811.1611932024	51255375513.8932	886600
恩施	利川	40130	16642	42191.348453783	30073993177.8565	712800
恩施	建始	38215	16527	44578.6886911181	17519424655.6094	393000
恩施	巴东	39140	16319	46353.3673224405	17554020205.0082	378700
恩施	宣恩	37685	16398	45659.9119936526	12510815886.2608	274000
恩施	咸丰	38182	16444	46113.3842017078	14138363596.2436	306600
恩施	来凤	38476	16361	50180.2675578257	12635391371.0605	251800
恩施	鹤峰	38052	17660	60155.6390659643	10449034505.758	173700
仙桃	仙桃	43046	28173	104024.825063526	112513250788.71	1081600
潜江	潜江	40054	26162	114571.54049946	95197493001.001	830900
天门	天门	39383	25148	72454.2526246333	78540409845.1025	1084000
神农架	神农架					57900
